title,price,rating,brand,ram,storage,color,processor
"HP 15, Intel Ultra 5 125H, 12 Tops (32GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)*Office24, Silver, 1.65kg, fd1279TU, Intel Arc Graphics, FHD Camera, Backlit, AI Powered Laptop",N/A,3.6,HP,32GB,1TB,Silver,Intel
"ASUS Vivobook 14, (i5 14th Gen) Intel Core 5 120U, Thin & Light Laptop(16GB RAM/512GB SSD/FHD/14/60Hz/Fingerprint Reader/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.4 Kg) X1404VAP-EB1542WS","66,990",4.1,ASUS,16GB,512GB,Blue,Intel
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 32‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 36GB Unified Memory, 2TB SSD Storage; Space Black","4,64,490",5.0,Apple,36GB,2TB,Black,N/A
"ASUS TUF A15 (2026), AMD Ryzen 7 170,RTX 3050-4GB,16GB RAM (Upgradeable),512GB SSD,FHD, 15.6""(39.6 cm),Windows 11,M365 Basic(1 Year),Office 2024, Graphite Black, 2.3 Kg, FA506NCQ-HN007WS,Gaming Laptop","1,02,990",4.7,ASUS,4GB,512GB,Black,AMD
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.4,HP,16GB,512GB,Silver,Snapdragon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver","3,42,490",4.6,Apple,24GB,2TB,Silver,N/A
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","1,94,990",4.8,Apple,24GB,1TB,N/A,N/A
"HP Business 250R G10 (2025) Thin & Light Laptop with Intel Core 3 14th Gen 100U, 16GB RAM, 512GB SSD, 15.6″ IPS Display, Copilot Key, Windows 11 Pro & MS Office 2024, Turbo Silver (1.5 kg)","62,400",1.0,HP,16GB,512GB,Silver,Intel
HP 15 (2025) AMD Ryzen 3 7335U Quad Core Laptop 16GB DDR5 512GB SSD AMD Radeon Graphics Windows 11 Pro MS Office 2024 Copilot Key AI PC 15.6-inch FHD Thin & Light 1.5kg Turbo Silver,"57,880",4.0,HP,16GB,512GB,Silver,AMD
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Dedicated Copilot Key, Backlit Keyboard, Silver, Win11 Home + MSO H&S'24","87,990",4.1,Dell,16GB,512GB,Silver,Intel
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop","53,990",2.0,Dell,8GB,512GB,Black,N/A
"Acer ALG, Intel Core5-210H Processor, NVIDIA GeForceRTX 3050-4GB DDR6, Office 2024 + M365 Basic,16GB RAM/512GB SSD, FHD 15.6"", 144Hz, Win 11 Home, Titanium Gray, 1.99 KG, AL15G-53, Gaming Laptop","81,990",N/A,Acer,4GB,512GB,Gray,Intel
"Acer Aspire 3 Intel Core i5-1334U Processor,Office 2024 + M365 Basic, (8GB DDR4 RAM/500 GB SSD) with 39.62 cm (15.6"") FHD LED-Backlit IPS Display/Win 11Home,A325-53, Pure Silver, 1.7KG","52,990",2.8,Acer,8GB,500GB,Silver,Intel
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver","73,990",4.7,Apple,8GB,256GB,Silver,N/A
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18‑core CPU and 20‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Silver","3,42,490",4.5,Apple,24GB,1TB,Silver,N/A
"ASUS TUF A15 (2026), AMD Ryzen 7 170,RTX 3050-4GB,16GB RAM (Upgradeable),512GB SSD,FHD, 15.6""(39.6 cm),Windows 11,M365 Basic(1 Year),Office 2024, Graphite Black, 2.3 Kg, FA506NCQ-HN007WS,Gaming Laptop","1,02,990",4.7,ASUS,4GB,512GB,Black,AMD
"acer Predator Helios 16 AI, Intel Core Ultra 9 Processor,RTX 5090-24 GB GDDR7,32 GB/1 TB, WQXGA OLED, 16.0""/40.64 cm, 240Hz, Win 11 Home, Abyssal Black, 2.65 kg, PH16-73, RGB KB, Gaming Laptop","4,99,990",4.4,acer,DDR7,N/A,Black,Intel
"Apple 2026 MacBook Air 15″ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Silver","2,00,490",4.7,Apple,16GB,1TB,Silver,N/A
"Apple 2026 MacBook Neo 13"" Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, 1080p FaceTime HD Camera, Touch ID; Blush","83,490",4.8,Apple,8GB,512GB,N/A,N/A
"Lenovo Legion Pro 5 2025 Intel Core i7-14650HX| NVIDIA RTX 5060 8GB (32GB RAM/1TB SSD/WQXGA IPS/240Hz/16(40.64cm)/Windows 11/Office 2024+AI Now/Black/2.4Kg), 83NN0046IN AI Powered Gaming Laptop","2,31,490",4.0,Lenovo,8GB,1TB,Black,Intel
"ASUS ROG Strix G16, Intel Core Ultra 9 275HX, Gaming Laptop(RTX 5060-8GB/115W TGP/16GB/1TB /2.5K QHD+/16""/240Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/) G615LM-S5128WS","2,00,042",4.1,ASUS,8GB,N/A,Gray,Intel
Lenovo V15 G3 IAP Laptop RYZEN 3-7320u / 8GB DDR4 / 512 GB SSD PCIe / 15.60 FHD TN Display/Windows 11/Ms-Office/Silver (Grey) / 1 Year Onsite Warranty,"48,999",2.9,Lenovo,8GB,512GB,Silver,N/A
"𝗟𝗲𝗻𝗼𝘃𝗼Model E495 𝗔𝗠𝗗𝗥𝗬𝗭𝗘𝗡 𝟱 |8GB DDR4 RAM |256GB SSD |14"" FHD Display | Win10 | A+ Condition Laptop (Refab)","27,000",N/A,Unknown,8GB,256GB,N/A,N/A
"HP Professional 14 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphic/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD/Backlit + Fingerprint/Silver/1.4 Kg/MSO 2021","78,990",5.0,HP,N/A,512GB,Silver,Intel
"Acer Aspire Lite, AMD Ryzen 3 7330U Processor, 8 GB RAM, 512 GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.6KG, AL15-41, Metal Body, Premium Thin and Light Laptop","46,590",3.9,Acer,RAM,512GB,Gray,AMD
"ASUS ProArt PZ14 (2026),Snapdragon® X2 Elite,Qualcomm Adreno iGPU,32GB/1TB,3K OLED,Touchscreen,14""(35.5 cm),144Hz,Win 11,M365 Basic(1Y),Office 24,Black,0.79 Kg,HT7407NA-SN024WS,Creator/Gaming Laptop","2,69,990",N/A,ASUS,32GB,N/A,Black,Snapdragon
"HP 15, 13th Gen Intel Core i3-1315uLaptop 8GB DDR4,512GB SSD Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0569TU","55,100",3.8,HP,8GB,512GB,Silver,Intel
"HP 15 (2025), Intel Core i3 13th Gen 1315U - (32 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg/MS Office 2021","69,900",4.0,HP,N/A,512GB,Grey,Intel
NEW Microsoft Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 1TB SSD - Graphite - ZXX-00059,"1,70,999",5.0,NEW,16GB,1TB,N/A,Snapdragon
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.4,HP,16GB,512GB,Silver,Snapdragon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver","3,42,490",4.6,Apple,24GB,2TB,Silver,N/A
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","1,94,990",4.8,Apple,24GB,1TB,N/A,N/A
"ASUS ProArt PZ14 (2026),Snapdragon® X2 Elite,Qualcomm Adreno iGPU,32GB/1TB,3K OLED,Touchscreen,14""(35.5 cm),144Hz,Win 11,M365 Basic(1Y),Office 24,Black,0.79 Kg,HT7407NA-SN024WS,Creator/Gaming Laptop","2,69,990",N/A,ASUS,32GB,N/A,Black,Snapdragon
"Acer Aspire Lite, AMD Ryzen 3-5400U, Office 2024 + M365 Basic, 8GB RAM/512GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-41, Metal Body, Premium Thin and Light Laptop","42,990",1.0,Acer,8GB,512GB,Gray,AMD
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver","73,990",4.7,Apple,8GB,256GB,Silver,N/A
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Dedicated Copilot Key, Backlit Keyboard, Silver, Win11 Home + MSO H&S'24","87,990",4.1,Dell,16GB,512GB,Silver,Intel
"HP 15 (2025), Intel Core i3 13th Gen 1315U - (32 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg/MS Office 2021","69,900",4.0,HP,N/A,512GB,Grey,Intel
NEW Microsoft Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 1TB SSD - Graphite - ZXX-00059,"1,70,999",5.0,NEW,16GB,1TB,N/A,Snapdragon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18‑core CPU and 20‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Silver","3,42,490",4.5,Apple,24GB,1TB,Silver,N/A
"Apple 2026 MacBook Air 15″ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Silver","2,00,490",4.7,Apple,16GB,1TB,Silver,N/A
"Lenovo Yoga Slim 7 AI Laptop PC 2025 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, OLED, Copilot AI Now, 47 Tops, 14""/35.5cm, Win 11, Office 24,Grey, 1.2 Kg, 83JX001MIN, AI Laptop","1,55,990",3.7,Lenovo,32GB,1TB,Grey,Intel
"ASUS Vivobook 15, Smartchoice, AMD Ryzen 7 5825U, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.7Kg, M1502YA-BQ703WS, AMD Radeon iGPU, M365 Basic (1Year)*, 42Whr Laptop","71,990",4.1,ASUS,16GB,512GB,Blue,AMD
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop","53,990",2.0,Dell,8GB,512GB,Black,N/A
"Apple 2026 MacBook Neo 13"" Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, 1080p FaceTime HD Camera, Touch ID; Blush","83,490",4.8,Apple,8GB,512GB,N/A,N/A
"Certified Model T14 Gen1 10th Gen Core i5 Thin & Light Laptop (16 GB DDR4 RAM|256 GB SSD|14"" FHD Touchscreen|Windows 11 Pro|MS Office|UHD Graphics (Pre- Owned)","31,999",1.0,Certified,DDR4 ,256GB,N/A,N/A
"ASUS Vivobook 15 (2026),Intel Core 5 120U,(i5-14th Gen),Fingerprint Sensor,8GB RAM,512GB SSD,FHD,15.6""(39.6 cm),Win 11,M365 Basic(1Y),Office 24,Cool Silver,1.7 Kg,X1504VAP-IN011WS,Thin & Light Laptop","58,990",3.0,ASUS,8GB,512GB,Silver,Intel
"HP ZBook Studio 12th Gen Intel Core i7-12700H 16inch(40.6 cm) WQUXGA Display Creator Laptop 500 nits/16GB RAM/1TB SSD/NVIDIA GeForce RTX 3070 Ti Graphics/Win 11/MSO/B&O/FPR, G9 Workstation PC","2,55,990",N/A,HP,16GB,1TB,N/A,Intel
"Acer ALG, 13th Gen Intel Core i5-13420H, NVIDIA GeForce RTX 3050-6GB DDR6, 16GB RAM, 512GB SSD, FHD 15.6""/39.62 cm, 144Hz, Windows 11 Home, Steel Gray, 1.99 KG, AL15G-53,Gaming Laptop","87,900",4.0,Acer,6GB,512GB,Gray,Intel
"MSI Modern 15, Intel 13th Gen. i5-1335U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B13M-289IN","51,990",3.8,MSI,16GB,N/A,Black,Intel
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 32‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 36GB Unified Memory, 2TB SSD Storage; Space Black","4,64,490",5.0,Apple,36GB,2TB,Black,N/A
"ASUS Zenbook S14 (2026),Smartchoice,Intel Core Ultra 9 (Series 3),Intel iGPU,32GB /1TB SSD,3K OLED,Touchscreen,14""(35.5 cm),Win 11,M365 Basic(1Y),Office 24, White,1.2 Kg,UX5406AA-SU189WS,Copilot+ PC","2,39,990",3.1,ASUS,32GB,1TB,White,Intel
"Acer Aspire 3, 13th Gen, Intel Core i3-1305U Processor, 16 GB, 512 GB, Full HD IPS, 14.0""/35.56 cm, Windows 11 Home, Steel Gray, 1.45 kg, A324-53, Thin and Light Laptop","52,990",4.3,Acer,N/A,N/A,Gray,Intel
"HP 15 (2025), AMD Ryzen 3 7335U Quad Core - (8 GB DDR5/512 GB SSD/AMD Radeon Graphics/Windows 11 pro) Thin and Light Business Laptop/15.6"" FHD Display/Turbo Silver/1.5 kg/MSO 2024 / Copilot Key AI PC","47,999",N/A,HP,DDR5,512GB,Silver,AMD
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83K100C6IN","72,290",4.0,Lenovo,16GB,512GB,Grey,N/A
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver","3,42,490",4.6,Apple,24GB,2TB,Silver,N/A
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.4,HP,16GB,512GB,Silver,Snapdragon
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","1,94,990",4.8,Apple,24GB,1TB,N/A,N/A
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 32‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 36GB Unified Memory, 2TB SSD Storage; Space Black","5,13,990",2.4,Apple,36GB,2TB,Black,N/A
𝗗𝗲𝗹𝗹Laptop Latitude 5300 Laptop | InteI Core i5 8th Gen | 8GB RAM | 256GB SSD | 14” FHD Display | Win 10 | Business Laptop | Seller Warranty | A+ Condition (Refab),"29,000",N/A,Unknown,8GB,256GB,N/A,N/A
"HP 15 (i5 14th Gen), Intel Core 5, 16GB RAM (Upgradeable), 512GB SSD, FHD, Anti-Glare, 15.6''/39.6cm, Win11, M365 Basic(1yr), Office24, Silver,1.59kg, fd0682tu, FHD Camera w/Shutter, Backlit Laptop","75,990",3.6,HP,16GB,512GB,Silver,Intel
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 16GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Dedicated Copilot Key, Backlit Keyboard, Silver, Win11 Home + MSO H&S'24","87,990",4.1,Dell,16GB,512GB,Silver,Intel
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/3 Mon. Game Pass/Grey/1.6Kg), 83K100C6IN","72,290",4.0,Lenovo,16GB,512GB,Grey,N/A
"ASUS Vivobook 15 (2025), 13th Gen,Intel Core i3-1315U, 8GB RAM, 512GB SSD, FHD, 15.6"", 39.6 cm, Windows 11 Home,M365 Basic(1 Year)* Office 2024,Cool Silver,1.7 Kg, X1504VA-D5321WS, Thin & Light Laptop","55,990",4.3,ASUS,8GB,512GB,Silver,Intel
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver","73,990",4.7,Apple,8GB,256GB,Silver,N/A
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 40‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 48GB Unified Memory, 2TB SSD Storage; Space Black","5,89,990",4.3,Apple,48GB,2TB,Black,N/A
"Acer Aspire 5, Intel Core Ultra 5 125H Processor,Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11 Home, Pure Silver, 1.2 kg, A514-54H, Backlit KB, Premium Laptop","74,990",4.7,Acer,RAM,512GB,Silver,Intel
"Lenovo IdeaPad 5 2-in-1 Intel Core Ultra 5 225H (16GB RAM/512GB SSD/14 (35.5cm)/WUXGA IPS/Windows 11/MS) 365 Basic+Office 2024/Lenovo Digital Pen 2/1Yr ADP/Grey/1.6Kg, 83KR0076IN Convertible Laptop","94,990",2.0,Lenovo,16GB,512GB,Grey,Intel
"Apple 2026 MacBook Air 15″ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Silver","2,00,490",4.7,Apple,16GB,1TB,Silver,N/A
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop","53,990",2.0,Dell,8GB,512GB,Black,N/A
"Samsung Galaxy Book 4 15.6"" Full HD | Intel Core i5 1335U | 16GB RAM | 512GB SSD | Silver","69,990",4.4,Samsung,16GB,512GB,Silver,Intel
"Lenovo V15 G4 Laptop, AMD Athlon Silver 7120U, 8GB LPDDR5 RAM, 512GB PCIe SSD, 15.6"" FHD Display, Radeon 610M Graphics, Windows 11, MS Office 2021 Lifetime, Silver, 1.65 kg","45,999",3.9,Lenovo,8GB,N/A,Silver,AMD
"DELL 14 (2025) Intel Core i3 10th Gen 1305U - (4 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" FHD+ IPS Display/Ice Blue/1.4 kg/MSO 2021/1 Year ADP Warranty","54,891",3.8,DELL,N/A,512GB,Blue,Intel
"Acer Aspire 3, 13th Gen, Intel Core i3-1305U Processor, 16 GB, 512 GB, Full HD IPS, 14.0""/35.56 cm, Windows 11 Home, Steel Gray, 1.45 kg, A324-53, Thin and Light Laptop","52,990",4.3,Acer,N/A,N/A,Gray,Intel
"Lenovo Legion 5 2025 AMD Ryzen 7 260 | NVIDIA RTX 5060 8GB (16GB RAM/1TB SSD/WUXGA IPS/165Hz/15(39.6cm)/Windows 11/Office 2024+AI Now/Black/2.5Kg), 83M00074IN AI Powered Gaming Laptop","1,85,490",3.5,Lenovo,8GB,1TB,Black,AMD
"HP OmniBook X Laptop, Snapdragon® X Elite X1E-78-100,14inch(35.6 cm),2.2K Touch Display,IPS,16GB LPDDR5x,1TB SSD,Next Gen Windows, Copilot +,Blue,1.34 kg,14-fe0121QU","1,14,990",4.3,HP,16GB,1TB,Blue,Snapdragon
"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB RAM/1TB SSD/AI PC/2Wx4 Speakers/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.39Kg), 83CV00D3IN","1,41,499",4.4,Lenovo,32GB,1TB,Grey,Intel
HP OmniBook OLED ● Intel Core Ultra 5 322● 46 Tops● 16GB DDR5 (Upgradeable)● 512GB SSD● 2K●14''/35.6cm● 300nits● Win11● Office24● Silver● 1.4kg● hs0052TU● Lighter mini GaN Charger● AI Laptop,"1,10,990",N/A,HP,16GB,512GB,Silver,Intel
"HP Professional 14 (2026) – Intel Core 5 120U (14th Gen), 16GB RAM, 512GB SSD, Windows 11 Pro, MSO 2024, Copilot Key, Fingerprint Reader, Intel Iris Xe Graphics, 14″ FHD Display, 1.53Kg – Turbo Silver","68,480",3.8,HP,16GB,512GB,Silver,Intel
"Acer TravelLite Thin Laptop AMD Ryzen 5 7430U |16GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11 & MS-Office 2021 | Metal Body | 1.34Kg | Black | 30 Months Warranty","53,900",3.7,Acer,16GB,512GB,Black,AMD
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver","3,42,490",4.6,Apple,24GB,2TB,Silver,N/A
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","1,94,990",4.8,Apple,24GB,1TB,N/A,N/A
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver","73,990",4.7,Apple,8GB,256GB,Silver,N/A
"Acer Aspire Lite (2026) AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11 Home) AL15-41 Thin and Light Laptop (15.6 Inch FHD IPS, Steel Grey, 1.5 Kg/MS Office 2024","44,680",2.9,Acer,N/A,512GB,Grey,AMD
"HP Professional 14 (2026) – Intel Core 5 120U (14th Gen), 16GB RAM, 512GB SSD, Windows 11 Pro, MSO 2024, Copilot Key, Fingerprint Reader, Intel Iris Xe Graphics, 14″ FHD Display, 1.53Kg – Turbo Silver","68,480",3.8,HP,16GB,512GB,Silver,Intel
"HP 15 (i5 14th Gen), Intel Core 5, 16GB RAM (Upgradeable), 512GB SSD, FHD, Anti-Glare, 15.6''/39.6cm, Win11, M365 Basic(1yr), Office24, Silver,1.59kg, fd0682tu, FHD Camera w/Shutter, Backlit Laptop","75,990",3.6,HP,16GB,512GB,Silver,Intel
"HP 14 Smartchoice, Intel Core Ultra 5 125H 12 TOPS, 24GB DDR5 (Upgradeable) 1TB SSD, Anti-Glare, FHD, 14''/35.6cm,Win11, M365*Office24, Silver, 1.4kg, ep1180tu, FHD Camera w/Shutter, Backlit AI Laptop","85,990",3.3,HP,24GB,1TB,Silver,Intel
"Acer Aspire Lite, AMD Ryzen 5-5625U, Office 2024 + M365 Basic, 16GB, 512GB, FHD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-41, Premium Thin and Light Laptop","59,990",4.2,Acer,16GB,N/A,Gray,AMD
"Lenovo Yoga Slim 7 Intel Core Ultra 7 155H 14""(35.5cm) WUXGA-OLED 400Nits Laptop (32GB RAM/1TB SSD/AI PC/2Wx4 Speakers/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.39Kg), 83CV00D3IN","1,41,499",4.4,Lenovo,32GB,1TB,Grey,Intel
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop","69,990",3.4,HP,16GB,512GB,Silver,Snapdragon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18‑core CPU and 20‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Silver","3,42,490",4.5,Apple,24GB,1TB,Silver,N/A
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port","69,299",4.1,Samsung,16GB,512GB,Gray,Intel
"Acer One Pro Smartchoice, AMD Ryzen 3-7320U 8GB DDR5 RAM | 512GB SSD, Win 11 Home, Ms Ofiice 21 Pro Plus,14 Inch, 1 Year Antivirus, 1.41KG, Professional Thin and Light Laptop","48,990",5.0,Acer,8GB,512GB,N/A,AMD
"Apple 2026 MacBook Air 15″ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Silver","2,00,490",4.7,Apple,16GB,1TB,Silver,N/A
"Apple 2026 MacBook Neo 13"" Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, 1080p FaceTime HD Camera, Touch ID; Blush","83,490",4.8,Apple,8GB,512GB,N/A,N/A
